City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
291,Paracuru,BR,2021-04-21 17:48:22,-3.41,-39.0306,82.0,75,60,11.01
292,Mangrol,IN,2021-04-21 17:48:22,21.1167,70.1167,79.95,81,100,11.18
293,Koregaon,IN,2021-04-21 17:48:23,18.65,74.0833,81.9,39,97,8.46
294,Khash,IR,2021-04-21 17:48:23,28.2211,61.2158,72.16,18,60,4.5
295,Aquin,HT,2021-04-21 17:48:24,18.2833,-73.4,83.1,62,37,6.62
296,Albanel,CA,2021-04-21 17:48:24,48.8832,-72.4487,30.2,51,100,9.22
297,Puerto Baquerizo Moreno,EC,2021-04-21 17:48:24,-0.9,-89.6,84.2,74,75,13.8
298,Sarkand,KZ,2021-04-21 17:48:24,45.41,79.9186,26.2,87,100,3.78
299,Murgab,TM,2021-04-21 17:48:25,37.4966,61.9714,68.0,40,90,11.5
300,Balkhash,KZ,2021-04-21 17:48:25,46.844,74.9804,38.25,51,0,7.63
301,Santana Do Matos,BR,2021-04-21 17:48:26,-5.9575,-36.6556,89.26,50,78,2.93
302,Krasnoye,UA,2021-04-21 17:48:26,49.9145,24.6134,46.99,87,40,7.02
303,Punta Alta,AR,2021-04-21 17:48:26,-38.8759,-62.0736,76.17,47,25,22.06
304,Kaka,TM,2021-04-21 17:48:27,37.3482,59.6143,69.03,31,15,8.72
305,Urengoy,RU,2021-04-21 17:48:27,65.9667,78.3667,15.8,93,80,9.4
306,Sao Felix Do Xingu,BR,2021-04-21 17:48:27,-6.6447,-51.995,80.91,74,99,3.2
307,Vieux-Habitants,GP,2021-04-21 17:48:28,16.0589,-61.7659,86.0,51,40,18.41
308,Ljungby,SE,2021-04-21 17:48:28,56.8332,13.9408,42.01,75,20,11.5
309,Koslan,RU,2021-04-21 17:48:28,63.4564,48.8989,48.83,41,100,12.88
310,Miandrivazo,MG,2021-04-21 17:48:29,-19.5167,45.4667,80.47,68,100,3.0
311,Keflavik,IS,2021-04-21 17:48:29,64.0049,-22.5624,44.6,76,90,14.97
312,Laguna,US,2021-04-21 17:46:14,38.421,-121.4238,66.99,63,1,3.44
313,Bazarnyye Mataki,RU,2021-04-21 17:48:29,54.8833,49.9333,37.69,88,100,19.44
314,Jutai,BR,2021-04-21 17:48:30,-5.1833,-68.9,82.26,84,71,3.15
315,Grand Gaube,MU,2021-04-21 17:48:30,-20.0064,57.6608,77.0,84,97,3.0
316,Inhambane,MZ,2021-04-21 17:46:15,-23.865,35.3833,71.78,77,23,6.51
317,Mangulile,HN,2021-04-21 17:48:31,15.0667,-86.8,84.2,65,40,6.91
318,Uribia,CO,2021-04-21 17:48:31,11.7139,-72.266,92.48,36,44,23.15
319,Hakkari,TR,2021-04-21 17:48:32,37.5833,44.1667,54.27,65,61,1.25
320,Korla,CN,2021-04-21 17:48:32,41.7597,86.1469,67.15,29,90,5.35
321,Nieuw Amsterdam,SR,2021-04-21 17:48:32,5.8833,-55.0833,81.0,83,75,6.91
322,Bechem,GH,2021-04-21 17:48:33,7.0903,-2.025,84.09,65,96,3.27
323,Qena,EG,2021-04-21 17:48:33,26.1615,32.7183,98.6,18,75,6.91
324,Rio Gallegos,AR,2021-04-21 17:48:33,-51.6226,-69.2181,46.4,53,75,1.14
325,Aras,ES,2021-04-21 17:48:33,42.5617,-2.356,64.4,48,40,9.22
326,Rawson,AR,2021-04-21 17:48:34,-43.3002,-65.1023,66.11,75,100,21.54
327,Sakakah,SA,2021-04-21 17:48:34,29.9697,40.2064,93.2,10,75,14.97
328,Matara,LK,2021-04-21 17:48:34,5.9485,80.5353,78.94,83,93,6.73
329,Norilsk,RU,2021-04-21 17:48:35,69.3535,88.2027,13.28,85,100,7.67
330,Gloversville,US,2021-04-21 17:48:35,43.0528,-74.3438,41.0,100,90,11.5
331,Velingara,SN,2021-04-21 17:48:25,13.15,-14.1167,103.48,10,91,5.61
332,Fomboni,KM,2021-04-21 17:48:35,-12.28,43.7425,82.47,74,97,11.9
333,Sabzevar,IR,2021-04-21 17:48:36,36.2126,57.6819,76.48,27,39,4.41
334,Okoneshnikovo,RU,2021-04-21 17:48:36,54.8377,75.0834,28.98,69,44,11.32
335,Saint-Pierre,RE,2021-04-21 17:46:09,-21.3393,55.4781,77.0,83,75,13.8
336,Yaypan,UZ,2021-04-21 17:48:36,40.3758,70.8156,56.01,53,12,18.12
337,Abu Dhabi,AE,2021-04-21 17:45:09,24.4667,54.3667,82.4,74,0,8.05
338,Plouzane,FR,2021-04-21 17:48:37,48.3833,-4.6167,57.2,76,88,8.05
339,Oxapampa,PE,2021-04-21 17:48:37,-10.5775,-75.4017,75.07,56,27,6.11
340,Samur,RU,2021-04-21 17:48:38,41.8253,48.486,54.25,85,71,11.9
341,Gravdal,NO,2021-04-21 17:48:38,68.1214,13.5031,35.6,55,40,11.5
342,Novi Ligure,IT,2021-04-21 17:48:38,44.7608,8.7896,57.99,77,20,2.3
343,Macau,MO,2021-04-21 17:48:38,22.2006,113.5461,75.2,78,0,6.91
344,La Cruz,MX,2021-04-21 17:48:39,23.9167,-106.9,87.01,36,3,3.0
345,Saint George,US,2021-04-21 17:48:10,37.1041,-113.5841,77.0,10,1,5.75
346,Springdale,US,2021-04-21 17:46:32,36.1867,-94.1288,53.01,53,1,6.91
347,Allapalli,IN,2021-04-21 17:48:40,19.4167,80.0667,84.36,52,96,4.41
348,Vestmanna,FO,2021-04-21 17:48:40,62.1564,-7.1664,42.8,75,75,16.11
349,Mehran,IR,2021-04-21 17:48:40,33.1222,46.1646,69.8,35,0,6.91
350,Henties Bay,NA,2021-04-21 17:47:04,-22.116,14.2845,69.01,80,80,5.99
351,Limulunga,ZM,2021-04-21 17:48:41,-15.0969,23.1376,69.42,46,0,6.6
352,Kargopol,RU,2021-04-21 17:47:48,61.5071,38.9456,36.75,96,100,13.44
353,Takoradi,GH,2021-04-21 17:48:41,4.8845,-1.7554,84.06,74,86,13.69
354,Yurgamysh,RU,2021-04-21 17:48:42,55.3714,64.4656,45.23,62,66,7.49
355,Sur,OM,2021-04-21 17:48:42,22.5667,59.5289,86.23,41,0,9.19
356,Zolotukhino,RU,2021-04-21 17:48:43,52.0842,36.3772,44.6,70,75,6.71
357,Gonbad-E Qabus,IR,2021-04-21 17:48:43,37.25,55.1672,73.4,60,0,4.61
358,Carutapera,BR,2021-04-21 17:48:43,-1.195,-46.02,77.5,93,95,2.04
359,Baghdad,IQ,2021-04-21 17:45:43,33.3406,44.4009,89.6,29,0,5.75
360,Saint-Francois,FR,2021-04-21 17:48:44,46.4154,3.9054,59.0,58,20,9.22
361,Harnoli,PK,2021-04-21 17:48:44,32.2792,71.5539,76.71,32,0,6.64
362,Kralendijk,BQ,2021-04-21 17:48:45,12.15,-68.2667,86.0,58,75,17.27
363,Lagunas,PE,2021-04-21 17:48:45,-5.2269,-75.6753,86.0,57,79,4.76
364,Kaduqli,SD,2021-04-21 17:48:45,11.0167,29.7167,91.96,31,100,10.63
365,Viedma,AR,2021-04-21 17:48:46,-40.8135,-62.9967,78.13,43,86,19.28
366,Mabaruma,GY,2021-04-21 17:48:46,8.2,-59.7833,85.3,58,73,7.83
367,Kattivakkam,IN,2021-04-21 17:48:46,13.2167,80.3167,84.2,79,20,5.75
368,Manyana,BW,2021-04-21 17:48:47,-23.4,21.7167,65.43,33,2,7.02
369,Ramgarh,IN,2021-04-21 17:48:47,23.6333,85.5167,77.0,61,75,4.59
370,Nantucket,US,2021-04-21 17:48:47,41.2835,-70.0995,57.2,77,75,17.27
371,Kibala,TD,2021-04-21 17:45:57,9.1104,18.3463,96.8,36,20,6.91
372,Krasnozavodsk,RU,2021-04-21 17:46:28,56.45,38.2167,37.9,91,100,7.05
373,Wageningen,NL,2021-04-21 17:46:19,51.9667,5.6667,51.01,50,47,14.97
374,Kotturu,IN,2021-04-21 17:48:48,14.8167,76.2167,79.72,67,61,15.21
375,Cape Canaveral,US,2021-04-21 17:48:04,28.4058,-80.6048,84.99,65,75,5.75
376,Battle Creek,US,2021-04-21 17:45:27,42.3212,-85.1797,39.2,56,75,10.36
377,Porto Novo,BJ,2021-04-21 17:48:49,6.4965,2.6036,87.8,74,20,14.97
378,Murdochville,CA,2021-04-21 17:48:49,48.9583,-65.5006,41.0,75,100,10.36
379,Maceio,BR,2021-04-21 17:45:20,-9.6658,-35.7353,87.8,70,40,12.66
380,Pristina,XK,2021-04-21 17:48:23,42.6727,21.1669,55.4,41,40,9.22
381,Brigantine,US,2021-04-21 17:48:49,39.4101,-74.3646,71.6,53,1,9.22
382,Inongo,CD,2021-04-21 17:48:50,-1.95,18.2667,74.34,89,71,5.48
383,Lappeenranta,FI,2021-04-21 17:48:50,61.0587,28.1887,37.4,93,90,3.44
384,Porto Belo,BR,2021-04-21 17:48:50,-27.1578,-48.5531,73.4,73,75,12.01
385,Kibaya,TZ,2021-04-21 17:48:51,-5.3,36.5667,59.32,97,89,4.63
386,Mvuma,ZW,2021-04-21 17:48:51,-19.2792,30.5283,57.34,62,1,8.86
387,Enterprise,US,2021-04-21 17:48:52,36.0252,-115.2419,73.0,12,20,20.71
388,Navoi,UZ,2021-04-21 17:48:52,40.0844,65.3792,53.6,43,0,18.41
389,Jaffrey,US,2021-04-21 17:48:52,42.814,-72.0231,53.01,87,90,3.44
390,Iquitos,PE,2021-04-21 17:48:53,-3.7481,-73.2472,86.0,70,75,3.44
391,Talcahuano,CL,2021-04-21 17:44:02,-36.7167,-73.1167,62.6,82,90,8.05
392,Svecha,RU,2021-04-21 17:48:53,58.2785,47.5164,35.24,92,100,15.05
393,Sao Jose Da Coroa Grande,BR,2021-04-21 17:48:54,-8.8978,-35.1478,82.58,72,60,9.04
394,Ippy,CF,2021-04-21 17:48:54,6.2679,21.2247,79.07,60,99,5.06
395,Garowe,SO,2021-04-21 17:48:54,8.4054,48.4845,79.56,63,90,18.25
396,Mandera,KE,2021-04-21 17:48:54,3.9366,41.867,78.69,69,100,16.26
397,Belmonte,BR,2021-04-21 17:48:55,-15.8631,-38.8828,82.4,69,75,8.05
398,Riyadh,SA,2021-04-21 17:48:12,24.6877,46.7219,96.8,10,0,2.3
399,Alasehir,TR,2021-04-21 17:48:55,38.3508,28.5172,56.39,60,25,4.5
400,Eenhana,NA,2021-04-21 17:48:55,-17.4667,16.3333,78.8,34,19,4.61
401,La Romana,DO,2021-04-21 17:48:56,18.4273,-68.9728,89.6,55,40,11.5
402,Dobryanka,RU,2021-04-21 17:48:56,58.4619,56.4165,53.6,22,0,8.95
403,Folldal,NO,2021-04-21 17:48:56,62.1325,9.9968,26.42,85,98,16.02
404,Makokou,GA,2021-04-21 17:48:57,0.5738,12.8642,75.6,87,94,0.96
405,Ajdabiya,LY,2021-04-21 17:48:57,30.7554,20.2263,70.59,32,100,8.88
406,Pano Aqil,PK,2021-04-21 17:48:57,27.8569,69.1116,80.6,57,0,8.12
407,Espinosa,BR,2021-04-21 17:48:58,-14.9261,-42.8192,82.67,52,81,2.19
408,Mashhad,IR,2021-04-21 17:48:58,36.297,59.6062,68.0,42,0,6.91
409,Beloha,MG,2021-04-21 17:45:25,-25.1667,45.05,70.2,80,30,16.89
410,Barentu,ER,2021-04-21 17:48:59,15.1139,37.5928,87.84,26,23,13.42
411,Robertsport,LR,2021-04-21 17:48:59,6.7533,-11.3686,83.35,76,100,10.11
412,Begamganj,IN,2021-04-21 17:48:59,23.6,78.3333,81.03,25,94,11.95
413,Castro,BR,2021-04-21 17:49:00,-24.7911,-50.0119,71.4,48,22,4.29
414,Saint-Ambroise,CA,2021-04-21 17:49:00,48.5501,-71.3324,37.0,51,100,11.5
415,Dhidhdhoo,MV,2021-04-21 17:49:00,6.8833,73.1,84.31,68,79,6.26
416,Manali,IN,2021-04-21 17:49:01,13.1667,80.2667,84.2,79,20,5.75
417,Hazorasp,UZ,2021-04-21 17:49:01,41.3194,61.0742,53.6,20,0,11.5
418,Harnosand,SE,2021-04-21 17:49:01,62.6323,17.9379,43.0,70,0,12.66
419,Lethem,GY,2021-04-21 17:49:02,3.3803,-59.7968,93.15,41,63,10.58
420,Tambopata,PE,2021-04-21 17:49:02,-12.7333,-69.1833,86.0,70,40,4.61
421,Jadu,LY,2021-04-21 17:49:02,31.953,12.0261,75.6,20,3,15.39
422,Coquimbo,CL,2021-04-21 17:49:03,-29.9533,-71.3436,69.8,56,0,12.66
423,Mitsamiouli,KM,2021-04-21 17:49:03,-11.3847,43.2844,81.64,74,99,12.1
424,Zaysan,KZ,2021-04-21 17:49:03,47.4667,84.8667,24.8,67,73,8.5
425,Severomorsk,RU,2021-04-21 17:47:05,69.0689,33.4162,41.0,48,0,6.71
426,Bud,US,2021-04-21 17:49:04,39.447,-86.1758,41.0,73,28,13.02
427,Norderstedt,DE,2021-04-21 17:48:18,53.7,10.0167,46.4,57,40,17.27
428,Nieuwpoort,BE,2021-04-21 17:49:04,51.1244,2.7735,46.99,71,7,19.57
429,Mayumba,GA,2021-04-21 17:49:05,-3.432,10.6554,80.37,86,78,5.12
430,Avesta,SE,2021-04-21 17:49:05,60.1455,16.1679,46.0,74,79,7.0
431,Zhashkiv,UA,2021-04-21 17:49:06,49.2454,30.1102,46.87,71,87,6.69
432,Cochrane,CA,2021-04-21 17:48:43,51.1834,-114.4687,55.99,21,1,8.05
433,Sayyan,YE,2021-04-21 17:49:06,15.1718,44.3244,64.65,27,97,2.46
434,Kasangulu,CD,2021-04-21 17:49:06,-4.5911,15.1708,87.8,66,75,13.8
435,Salvador,SV,2021-04-21 17:49:07,13.8333,-88.9167,87.8,69,20,3.44
436,Port-Cartier,CA,2021-04-21 17:49:07,50.0334,-66.8654,46.4,57,75,11.5
437,Blagoyevo,RU,2021-04-21 17:49:07,63.3667,47.9167,47.95,44,100,14.54
438,Elliot Lake,CA,2021-04-21 17:49:08,46.3834,-82.6331,30.2,47,1,8.05
439,Turukhansk,RU,2021-04-21 17:49:08,65.8167,87.9833,3.0,99,95,0.38
440,Kedougou,SN,2021-04-21 17:49:08,12.5579,-12.1743,105.8,21,0,2.3
441,Jalapa,MX,2021-04-21 17:46:20,19.5333,-96.9167,70.02,69,68,5.93
442,Stanghelle,NO,2021-04-21 17:49:09,60.5528,5.7357,42.01,81,75,18.41
443,Callaway,US,2021-04-21 17:49:09,30.153,-85.5699,78.01,41,1,12.66
444,Paraipaba,BR,2021-04-21 17:49:09,-3.4394,-39.1483,82.0,75,63,11.01
445,Zheshart,RU,2021-04-21 17:49:10,62.0731,49.5733,47.71,44,100,13.4
446,Raudeberg,NO,2021-04-21 17:49:10,61.9875,5.1352,39.99,82,85,20.58
447,Aswan,EG,2021-04-21 17:46:15,24.0934,32.907,95.5,17,69,14.54
448,Yendi,GH,2021-04-21 17:49:10,9.4427,-0.0099,91.62,45,68,5.06
449,Manoel Urbano,BR,2021-04-21 17:49:11,-8.8389,-69.2597,82.42,82,70,3.94
450,Circleville,US,2021-04-21 17:46:16,39.6006,-82.946,41.0,52,75,16.11
451,Dalvik,IS,2021-04-21 17:49:11,65.9702,-18.5286,48.2,46,40,10.36
452,Comodoro Rivadavia,AR,2021-04-21 17:49:12,-45.8667,-67.5,59.0,58,75,13.8
453,Gobabis,NA,2021-04-21 17:49:12,-22.45,18.9667,64.69,28,8,10.11
454,Nebyliv,UA,2021-04-21 17:49:12,48.8153,24.2166,51.8,54,0,6.71
455,Bani,DO,2021-04-21 17:49:12,18.2833,-70.3333,89.6,58,40,5.75
456,Pizarro,CO,2021-04-21 17:49:13,4.9533,-77.366,76.12,91,100,1.21
457,Oxford,GB,2021-04-21 17:48:28,51.7522,-1.256,55.4,58,40,16.11
458,Kargil,IN,2021-04-21 17:49:13,34.5667,76.1,29.61,77,100,7.05
459,Maldonado,UY,2021-04-21 17:49:14,-34.6667,-54.9167,75.2,64,75,14.97
460,Savinka,RU,2021-04-21 17:49:14,50.0785,47.0994,46.71,94,100,11.9
461,Olsztyn,PL,2021-04-21 17:49:15,53.7799,20.4942,57.2,38,0,4.61
462,Bosanski Novi,BA,2021-04-21 17:49:15,45.0458,16.3803,50.23,75,52,4.47
463,Westport,US,2021-04-21 17:48:02,41.1415,-73.3579,64.0,82,40,10.36
464,Gubkinskiy,RU,2021-04-21 17:49:15,64.434,76.5026,18.14,90,89,11.05
465,Gbadolite,CD,2021-04-21 17:49:15,4.2833,21.0167,79.18,64,100,5.06
466,Benguela,AO,2021-04-21 17:49:16,-12.5763,13.4055,81.97,84,51,5.01
467,Pauini,BR,2021-04-21 17:49:16,-7.7136,-66.9764,82.72,80,52,3.53
468,Iskateley,RU,2021-04-21 17:49:16,67.6803,53.1512,36.23,90,100,11.32
469,Kasongo-Lunda,CD,2021-04-21 17:49:17,-6.4667,16.8167,72.09,96,99,2.91
470,Shelburne,CA,2021-04-21 17:49:17,44.0787,-80.2041,36.0,65,97,15.46
471,Mezen,RU,2021-04-21 17:49:17,65.8522,44.24,48.79,46,100,12.93
472,Kincardine,GB,2021-04-21 17:49:18,56.0667,-3.7167,48.2,66,0,9.22
473,Svetlyy,RU,2021-04-21 17:49:18,54.675,20.1347,48.2,71,0,15.66
474,Montego Bay,JM,2021-04-21 17:45:57,18.4712,-77.9188,84.2,65,20,11.5
475,Obigarm,TJ,2021-04-21 17:49:18,38.7173,69.7088,43.57,87,42,6.26
476,Tabou,CI,2021-04-21 17:49:19,4.423,-7.3528,83.37,76,98,10.29
477,Goderich,CA,2021-04-21 17:49:19,43.7501,-81.7165,33.8,75,89,17.27
478,Mischii,RO,2021-04-21 17:49:19,44.3833,23.85,53.6,54,0,6.91
479,Antalaha,MG,2021-04-21 17:49:20,-14.9003,50.2788,74.77,90,100,6.55
480,Montepuez,MZ,2021-04-21 17:49:20,-13.1256,38.9997,68.94,89,97,4.9
481,Aleksandrov Gay,RU,2021-04-21 17:49:20,50.147,48.5704,42.03,90,100,11.12
482,Kati,ML,2021-04-21 17:49:21,12.7441,-8.0726,100.4,19,20,2.3
483,Zarand,IR,2021-04-21 17:49:21,30.8127,56.564,72.32,18,77,6.53
484,Paraibano,BR,2021-04-21 17:49:21,-6.4331,-43.9836,81.0,77,51,4.41
485,Pimentel,PE,2021-04-21 17:49:21,-6.8367,-79.9342,77.0,61,0,10.36
486,Manbij,SY,2021-04-21 17:49:22,36.5281,37.9549,64.4,45,0,9.22
487,Shache,CN,2021-04-21 17:49:22,38.4167,77.2406,60.33,12,76,28.72
488,Santa Cruz Cabralia,BR,2021-04-21 17:49:22,-16.2781,-39.0247,82.4,69,75,8.05
489,Kumluca,TR,2021-04-21 17:49:23,36.3703,30.2869,63.75,58,14,5.77
490,Navlya,RU,2021-04-21 17:49:23,52.8281,34.4989,44.6,81,100,4.47
491,Priyutnoye,RU,2021-04-21 17:49:23,46.1011,43.5072,53.06,84,99,6.08
492,Setermoen,NO,2021-04-21 17:49:23,68.861,18.3486,33.8,75,75,9.22
493,Fayetteville,US,2021-04-21 17:47:01,35.0527,-78.8784,80.6,24,1,21.85
494,Santa Ines,BR,2021-04-21 17:45:45,-3.6667,-45.38,82.72,74,88,2.06
495,Skjervoy,NO,2021-04-21 17:46:40,70.0311,20.9714,35.6,87,75,26.84
496,Pangnirtung,CA,2021-04-21 17:49:24,66.1451,-65.7125,30.2,64,90,21.85
497,Margate,GB,2021-04-21 17:49:24,51.3813,1.3862,46.99,67,8,5.01
498,Antofagasta,CL,2021-04-21 17:45:38,-23.65,-70.4,64.4,68,20,13.8
499,Kudahuvadhoo,MV,2021-04-21 17:46:44,2.6708,72.8944,82.58,68,17,6.13
500,Tabuk,PH,2021-04-21 17:49:25,17.4189,121.4443,72.82,88,100,2.01
501,Vagur,FO,2021-04-21 17:49:25,61.4732,-6.8119,43.66,75,100,16.24
502,Parana,AR,2021-04-21 17:49:25,-31.732,-60.5238,75.0,69,79,7.0
503,Podporozhye,RU,2021-04-21 17:49:26,60.9112,34.1706,35.46,98,100,3.13
504,Bandar-E Lengeh,IR,2021-04-21 17:49:26,26.5579,54.8807,82.4,69,0,4.61
505,Touros,BR,2021-04-21 17:45:41,-5.1989,-35.4608,87.8,55,40,12.66
506,Palencia,ES,2021-04-21 17:49:26,42.4167,-4.5,61.0,54,100,2.62
507,Veraval,IN,2021-04-21 17:49:27,20.9,70.3667,80.2,82,100,11.81
508,Graaff-Reinet,ZA,2021-04-21 17:49:27,-32.2522,24.5308,69.01,68,87,3.0
509,Sapele,NG,2021-04-21 17:49:27,5.8941,5.6767,82.74,76,74,9.13
510,Dezful,IR,2021-04-21 17:49:28,32.3811,48.4058,91.11,11,95,4.36
511,Asfi,MA,2021-04-21 17:49:28,32.2994,-9.2372,65.14,71,94,17.02
512,Itaituba,BR,2021-04-21 17:45:51,-4.2761,-55.9836,77.0,94,75,6.91
513,Cabinda,AO,2021-04-21 17:46:23,-5.55,12.2,80.58,87,68,7.67
514,Dhar,IN,2021-04-21 17:49:28,22.6,75.3,82.67,20,71,6.46
515,Pangody,RU,2021-04-21 17:49:29,65.85,74.4859,27.77,95,98,11.25
516,Kalmunai,LK,2021-04-21 17:49:29,7.4167,81.8167,80.8,75,92,1.79
517,Rusape,ZW,2021-04-21 17:49:29,-18.5278,32.1284,55.74,72,48,4.23
518,Freire,CL,2021-04-21 17:49:30,-38.95,-72.6333,57.2,82,75,4.61
519,Micco,US,2021-04-21 17:49:30,27.8806,-80.5003,82.99,68,84,1.01
520,Peniche,PT,2021-04-21 17:49:30,39.3558,-9.3811,62.01,91,96,18.01
521,Nokaneng,BW,2021-04-21 17:49:30,-19.6667,22.2667,68.29,40,0,6.67
522,Rocha,UY,2021-04-21 17:49:31,-34.4833,-54.3333,73.35,60,44,15.88
523,Khorramshahr,IR,2021-04-21 17:49:31,30.4397,48.1664,87.8,18,0,6.91
524,Les Cayes,HT,2021-04-21 17:49:31,18.2,-73.75,85.5,55,63,12.91
525,Najran,SA,2021-04-21 17:45:56,17.4924,44.1277,82.4,17,0,4.61
526,Kettering,US,2021-04-21 17:49:32,39.6895,-84.1688,42.01,56,75,11.5
527,Gurkovo,BG,2021-04-21 17:49:32,42.6667,25.8,53.6,71,75,4.61
528,Iquique,CL,2021-04-21 17:47:29,-20.2208,-70.1431,69.8,60,0,20.71
529,Lodja,CD,2021-04-21 17:49:33,-3.4833,23.4333,70.66,92,100,0.98
530,Morondava,MG,2021-04-21 17:49:33,-20.2833,44.2833,79.12,73,98,11.41
531,Norden,DE,2021-04-21 17:49:33,53.6,7.2,45.0,63,36,14.0
532,Izhma,RU,2021-04-21 17:49:33,65.0083,53.9113,41.49,79,74,9.31
533,Lendava,SI,2021-04-21 17:49:34,46.5649,16.4509,55.0,32,22,1.01
534,Tchollire,CM,2021-04-21 17:49:34,8.4022,14.1698,94.55,19,63,1.7
535,Naryan-Mar,RU,2021-04-21 17:49:34,67.6713,53.087,36.39,90,100,11.45
536,Melfi,IT,2021-04-21 17:49:35,40.9965,15.6514,57.2,77,20,10.36
537,Aromashevo,RU,2021-04-21 17:49:35,56.8602,68.6375,35.64,67,5,6.93
538,Fasa,IR,2021-04-21 17:49:35,28.9383,53.6482,75.2,22,20,6.91
539,Abalak,RU,2021-04-21 17:49:35,58.1286,68.5944,33.08,76,4,5.37
540,Dolores,AR,2021-04-21 17:49:36,-36.3132,-57.6792,71.83,61,5,19.46
541,Cap-Aux-Meules,CA,2021-04-21 17:45:36,47.3821,-61.8597,44.6,65,83,12.66
